"sheep_ID","cow_ID","gene_name","gene_name2"
"ENSOARG00000011072","ENSBTAG00000000802","LYVE1","LYVE1"
"ENSOARG00000011077","ENSBTAG00000002701","UGT3A2","UGT3A2"
"ENSOARG00000011082","ENSBTAG00000013810","GABBR2","GABBR2"
"ENSOARG00000011083","ENSBTAG00000014983","IL23R","IL23R"
"ENSOARG00000011084","ENSBTAG00000039787","CSN3","CSN3"
"ENSOARG00000011086","ENSBTAG00000008424","ABR","ABR"
"ENSOARG00000011087","ENSBTAG00000022564","AKR1C4","AKR1C4"
"ENSOARG00000011088","ENSBTAG00000008674","FAM136A","FAM136A"
"ENSOARG00000011089","ENSBTAG00000016890","ANKS1A","ANKS1A"
"ENSOARG00000011090","ENSBTAG00000020546","TRDMT1","TRDMT1"
"ENSOARG00000011091","ENSBTAG00000001526","",""
"ENSOARG00000011092","ENSBTAG00000016567","HBQ1","HBQ1"
"ENSOARG00000011093","ENSBTAG00000002010","PI4K2A","PI4K2A"
"ENSOARG00000011094","ENSBTAG00000017557","QRSL1","QRSL1"
"ENSOARG00000011095","ENSBTAG00000013450","FAM71B","FAM71B"
"ENSOARG00000011101","ENSBTAG00000036260","LPXN","LPXN"
"ENSOARG00000011102","ENSBTAG00000018548","INTS7","INTS7"
"ENSOARG00000011103","ENSBTAG00000006785","ARF2","ARF2"
"ENSOARG00000011105","ENSBTAG00000054983","",""
"ENSOARG00000011107","ENSBTAG00000003030","KCNQ2","KCNQ2"
"ENSOARG00000011108","ENSBTAG00000050563","",""
"ENSOARG00000011109","ENSBTAG00000004258","EEF2","EEF2"
"ENSOARG00000011110","ENSBTAG00000016341","RGS5","RGS5"
"ENSOARG00000011111","ENSBTAG00000000783","TGFA","TGFA"
"ENSOARG00000011113","ENSBTAG00000006862","MEIS3","MEIS3"
"ENSOARG00000011114","ENSBTAG00000001880","VGLL1","VGLL1"
"ENSOARG00000011115","ENSBTAG00000003985","CCDC15","CCDC15"
"ENSOARG00000011118","ENSBTAG00000007659","CORO2A","CORO2A"
"ENSOARG00000011120","ENSBTAG00000020664","DNAJC14","DNAJC14"
"ENSOARG00000011121","ENSBTAG00000019443","CTDNEP1","CTDNEP1"
"ENSOARG00000011122","ENSBTAG00000018331","CLEC3B","CLEC3B"
"ENSOARG00000011125","ENSBTAG00000006328","RBM6","RBM6"
"ENSOARG00000011126","ENSBTAG00000046630","",""
"ENSOARG00000011128","ENSBTAG00000000160","CBS","CBS"
"ENSOARG00000011129","ENSBTAG00000047694","SERF2","SERF2"
"ENSOARG00000011133","ENSBTAG00000007063","GPHA2","GPHA2"
"ENSOARG00000011135","ENSBTAG00000046255","ATXN1L","ATXN1L"
"ENSOARG00000011136","ENSBTAG00000003388","DPM2","DPM2"
"ENSOARG00000011138","ENSBTAG00000002639","ZDHHC7","ZDHHC7"
"ENSOARG00000011139","ENSBTAG00000015824","RNF141","RNF141"
"ENSOARG00000011140","ENSBTAG00000047009","ANKRD66","ANKRD66"
"ENSOARG00000011141","ENSBTAG00000030325","TEX52","TEX52"
"ENSOARG00000011142","ENSBTAG00000010379","CRTC1","CRTC1"
"ENSOARG00000011145","ENSBTAG00000051185","",""
"ENSOARG00000011146","ENSBTAG00000003403","PADI2","PADI2"
"ENSOARG00000011148","ENSBTAG00000016968","CHST4","CHST4"
"ENSOARG00000011151","ENSBTAG00000007611","NRIP2","NRIP2"
"ENSOARG00000011152","ENSBTAG00000018064","FAM221A","FAM221A"
"ENSOARG00000011153","ENSBTAG00000054475","",""
"ENSOARG00000011154","ENSBTAG00000021367","ANP32B","ANP32B"
"ENSOARG00000011155","ENSBTAG00000017211","SERINC4","SERINC4"
"ENSOARG00000011156","ENSBTAG00000017785","FRMPD4","FRMPD4"
"ENSOARG00000011159","ENSBTAG00000016779","CLIP1","CLIP1"
"ENSOARG00000011163","ENSBTAG00000008423","TIMM22","TIMM22"
"ENSOARG00000011165","ENSBTAG00000032206","HEMGN","HEMGN"
"ENSOARG00000011166","ENSBTAG00000003766","BLOC1S4","BLOC1S4"
"ENSOARG00000011168","ENSBTAG00000010856","SLC8A2","SLC8A2"
"ENSOARG00000011171","ENSBTAG00000000306","ITK","ITK"
"ENSOARG00000011172","ENSBTAG00000014409","MAP3K19","MAP3K19"
"ENSOARG00000011173","ENSBTAG00000009455","IL12RB2","IL12RB2"
"ENSOARG00000011175","ENSBTAG00000017212","HYPK","HYPK"
"ENSOARG00000011177","ENSBTAG00000048840","",""
"ENSOARG00000011180","ENSBTAG00000019238","TRMO","TRMO"
"ENSOARG00000011182","ENSBTAG00000016373","TTC26","TTC26"
"ENSOARG00000011185","ENSBTAG00000023947","AVPI1","AVPI1"
"ENSOARG00000011186","ENSBTAG00000003134","CRYAA","CRYAA"
"ENSOARG00000011187","ENSBTAG00000009076","ADD2","ADD2"
"ENSOARG00000011188","ENSBTAG00000003512","MYH7B","MYH7B"
"ENSOARG00000011191","ENSBTAG00000016374","OGFRL1","OGFRL1"
"ENSOARG00000011193","ENSBTAG00000014760","FOXE1","FOXE1"
"ENSOARG00000011194","ENSBTAG00000052351","",""
"ENSOARG00000011195","ENSBTAG00000017198","CHRNA4","CHRNA4"
"ENSOARG00000011196","ENSBTAG00000049454","LRCOL1","LRCOL1"
"ENSOARG00000011198","ENSBTAG00000016571","FAM234A","FAM234A"
"ENSOARG00000011199","ENSBTAG00000005400","ATG5","ATG5"
"ENSOARG00000011200","ENSBTAG00000012688","CAPSL","CAPSL"
"ENSOARG00000011205","ENSBTAG00000008905","FIGLA","FIGLA"
"ENSOARG00000011207","ENSBTAG00000009734","XPA","XPA"
"ENSOARG00000011209","ENSBTAG00000031507","",""
"ENSOARG00000011211","ENSBTAG00000003387","PIP5KL1","PIP5KL1"
"ENSOARG00000011214","ENSBTAG00000003624","CNTF","CNTF"
"ENSOARG00000011217","ENSBTAG00000016704","SLC37A2","SLC37A2"
"ENSOARG00000011218","ENSBTAG00000020662","SARNP","SARNP"
"ENSOARG00000011222","ENSBTAG00000004560","CLEC4F","CLEC4F"
"ENSOARG00000011223","ENSBTAG00000045806","FFAR1","FFAR1"
"ENSOARG00000011225","ENSBTAG00000016158","ACAN","ACAN"
"ENSOARG00000011226","ENSBTAG00000052240","SPPL2C","SPPL2C"
"ENSOARG00000011232","ENSBTAG00000020835","KIAA0513","KIAA0513"
"ENSOARG00000011233","ENSBTAG00000009732","NCBP1","NCBP1"
"ENSOARG00000011234","ENSBTAG00000017213","MFAP1","MFAP1"
"ENSOARG00000011236","ENSBTAG00000004562","CD207","CD207"
"ENSOARG00000011238","ENSBTAG00000019427","KIAA0232","KIAA0232"
"ENSOARG00000011239","ENSBTAG00000019975","IL7R","IL7R"
"ENSOARG00000011240","ENSBTAG00000019446","ELP5","ELP5"
"ENSOARG00000011241","ENSBTAG00000013791","FFAR3","FFAR3"
"ENSOARG00000011242","ENSBTAG00000011639","STK11","STK11"
"ENSOARG00000011244","ENSBTAG00000011927","RDH5","RDH5"
"ENSOARG00000011245","ENSBTAG00000013084","NAPA","NAPA"
"ENSOARG00000011246","ENSBTAG00000047997","PRPS2","PRPS2"
"ENSOARG00000011248","ENSBTAG00000015821","AMPD3","AMPD3"
"ENSOARG00000011249","ENSBTAG00000010605","VAX2","VAX2"
"ENSOARG00000011250","ENSBTAG00000045656","",""
"ENSOARG00000011252","ENSBTAG00000038190","SMAP1","SMAP1"
"ENSOARG00000011253","ENSBTAG00000001740","HAPLN3","HAPLN3"
"ENSOARG00000011254","ENSBTAG00000004302","NDUFAF5","NDUFAF5"
"ENSOARG00000011255","ENSBTAG00000014722","TSTD2","TSTD2"
"ENSOARG00000011257","ENSBTAG00000020836","FAM92B","FAM92B"
"ENSOARG00000011258","ENSBTAG00000045939","",""
"ENSOARG00000011260","ENSBTAG00000003300","MFGE8","MFGE8"
"ENSOARG00000011261","ENSBTAG00000038058","",""
"ENSOARG00000011262","ENSBTAG00000016202","TREH","TREH"
"ENSOARG00000011266","ENSBTAG00000006566","FFAR2","FFAR2"
"ENSOARG00000011267","ENSBTAG00000038281","CSMD3","CSMD3"
"ENSOARG00000011268","ENSBTAG00000014799","ARMC7","ARMC7"
"ENSOARG00000011269","ENSBTAG00000002928","AMTN","AMTN"
"ENSOARG00000011270","ENSBTAG00000018564","ZFYVE27","ZFYVE27"
"ENSOARG00000011271","ENSBTAG00000014719","TMOD1","TMOD1"
"ENSOARG00000011273","ENSBTAG00000026384","ZAR1L","ZAR1L"
"ENSOARG00000011274","ENSBTAG00000017407","HSF2BP","HSF2BP"
"ENSOARG00000011277","ENSBTAG00000021835","PRICKLE2","PRICKLE2"
"ENSOARG00000011278","ENSBTAG00000008314","SDHB","SDHB"
"ENSOARG00000011279","ENSBTAG00000015384","PHF13","PHF13"
"ENSOARG00000011280","ENSBTAG00000025652","BEST2","BEST2"
"ENSOARG00000011281","ENSBTAG00000020047","MON1A","MON1A"
"ENSOARG00000011282","ENSBTAG00000012957","SERBP1","SERBP1"
"ENSOARG00000011288","ENSBTAG00000022161","TLR7","TLR7"
"ENSOARG00000011289","ENSBTAG00000039951","PRMT6","PRMT6"
"ENSOARG00000011290","ENSBTAG00000027049","SDHAF4","SDHAF4"
"ENSOARG00000011293","ENSBTAG00000016574","RGS11","RGS11"
"ENSOARG00000011296","ENSBTAG00000012606","ZNF541","ZNF541"
"ENSOARG00000011297","ENSBTAG00000046548","ST6GALNAC4","ST6GALNAC4"
"ENSOARG00000011298","ENSBTAG00000018329","EXOSC7","EXOSC7"
"ENSOARG00000011300","ENSBTAG00000014114","KLHL26","KLHL26"
"ENSOARG00000011301","ENSBTAG00000017379","GCN1","GCN1"
"ENSOARG00000011302","ENSBTAG00000015112","PSMD6","PSMD6"
"ENSOARG00000011304","ENSBTAG00000017927","EGFL6","EGFL6"
"ENSOARG00000011307","ENSBTAG00000044129","ST6GALNAC6","ST6GALNAC6"
"ENSOARG00000011308","ENSBTAG00000008902","ZNF345","ZNF345"
"ENSOARG00000011310","ENSBTAG00000017016","H3F3C","H3F3C"
"ENSOARG00000011311","ENSBTAG00000019448","CLDN7","CLDN7"
"ENSOARG00000011312","ENSBTAG00000022382","TMEM218","TMEM218"
"ENSOARG00000011313","ENSBTAG00000011931","CD63","CD63"
"ENSOARG00000011315","ENSBTAG00000023529","SPEF2","SPEF2"
"ENSOARG00000011316","ENSBTAG00000005493","TBC1D14","TBC1D14"
"ENSOARG00000011317","ENSBTAG00000015378","CCDC180","CCDC180"
"ENSOARG00000011318","ENSBTAG00000012146","PPP1CA","PPP1CA"
"ENSOARG00000011319","ENSBTAG00000010620","ATP6V1B1","ATP6V1B1"
"ENSOARG00000011321","ENSBTAG00000006305","AK1","AK1"
"ENSOARG00000011322","ENSBTAG00000018566","SFRP5","SFRP5"
"ENSOARG00000011323","ENSBTAG00000031573","NMRK2","NMRK2"
"ENSOARG00000011324","ENSBTAG00000012025","LMX1A","LMX1A"
"ENSOARG00000011325","ENSBTAG00000024891","",""
"ENSOARG00000011326","ENSBTAG00000011918","BLOC1S1","BLOC1S1"
"ENSOARG00000011327","ENSBTAG00000009918","GSE1","GSE1"
"ENSOARG00000011328","ENSBTAG00000018463","VIM","VIM"
"ENSOARG00000011329","ENSBTAG00000007698","TMEM59L","TMEM59L"
"ENSOARG00000011330","ENSBTAG00000045930","SYCN","SYCN"
"ENSOARG00000011331","ENSBTAG00000016281","PREP","PREP"
"ENSOARG00000011333","ENSBTAG00000010623","ANKRD53","ANKRD53"
"ENSOARG00000011335","ENSBTAG00000010392","ESRRG","ESRRG"
"ENSOARG00000011337","ENSBTAG00000014078","IGFBPL1","IGFBPL1"
"ENSOARG00000011340","ENSBTAG00000006877","MMP16","MMP16"
"ENSOARG00000011342","ENSBTAG00000020485","ARRB1","ARRB1"
"ENSOARG00000011343","ENSBTAG00000033721","RLBP1","RLBP1"
"ENSOARG00000011345","ENSBTAG00000018186","PDXK","PDXK"
"ENSOARG00000011349","ENSBTAG00000007120","ARFGEF2","ARFGEF2"
"ENSOARG00000011350","ENSBTAG00000008039","ACMSD","ACMSD"
"ENSOARG00000011352","ENSBTAG00000015046","MST1R","MST1R"
"ENSOARG00000011355","ENSBTAG00000004138","BICRA","BICRA"
"ENSOARG00000011356","ENSBTAG00000013860","GADD45A","GADD45A"
"ENSOARG00000011361","ENSBTAG00000014021","UBN2","UBN2"
"ENSOARG00000011362","ENSBTAG00000009097","FANCI","FANCI"
"ENSOARG00000011363","ENSBTAG00000008100","GOLGA7B","GOLGA7B"
"ENSOARG00000011365","ENSBTAG00000014934","DCAF10","DCAF10"
"ENSOARG00000011367","ENSBTAG00000054656","PAIP2B","PAIP2B"
"ENSOARG00000011375","ENSBTAG00000018790","BVES","BVES"
"ENSOARG00000011377","ENSBTAG00000018189","CSTB","CSTB"
"ENSOARG00000011379","ENSBTAG00000026645","",""
"ENSOARG00000011382","ENSBTAG00000010922","TRAPPC2B","TRAPPC2"
"ENSOARG00000011388","ENSBTAG00000009242","ZNF638","ZNF638"
"ENSOARG00000011389","ENSBTAG00000021231","KCTD2","KCTD2"
"ENSOARG00000011390","ENSBTAG00000053475","",""
"ENSOARG00000011392","ENSBTAG00000011837","GET3","GET3"
"ENSOARG00000011393","ENSBTAG00000004793","AMBN","AMBN"
"ENSOARG00000011394","ENSBTAG00000006035","PPP1R1B","PPP1R1B"
"ENSOARG00000011395","ENSBTAG00000002238","ARL2","ARL2"
"ENSOARG00000011396","ENSBTAG00000032872","THOC7","THOC7"
"ENSOARG00000011397","ENSBTAG00000021227","ATP5PD","ATP5PD"
"ENSOARG00000011398","ENSBTAG00000004600","OTUD5","OTUD5"
"ENSOARG00000011399","ENSBTAG00000018922","TRMT10B","TRMT10B"
"ENSOARG00000011400","ENSBTAG00000049726","SRRM5","SRRM5"
"ENSOARG00000011401","ENSBTAG00000016801","RXRG","RXRG"
"ENSOARG00000011402","ENSBTAG00000003303","MRPL58","MRPL58"
"ENSOARG00000011404","ENSBTAG00000043973","LIN28B","LIN28B"
"ENSOARG00000011405","ENSBTAG00000000524","CSTB","CSTB"
"ENSOARG00000011406","ENSBTAG00000004916","ARFGAP1","ARFGAP1"
"ENSOARG00000011407","ENSBTAG00000001356","USP38","USP38"
"ENSOARG00000011408","ENSBTAG00000006771","FRY","FRY"
"ENSOARG00000011410","ENSBTAG00000052425","",""
"ENSOARG00000011411","ENSBTAG00000018375","ATCAY","ATCAY"
"ENSOARG00000011412","ENSBTAG00000007480","CIRBP","CIRBP"
"ENSOARG00000011413","ENSBTAG00000001686","LRRC52","LRRC52"
"ENSOARG00000011414","ENSBTAG00000021192","NOP53","NOP53"
"ENSOARG00000011416","ENSBTAG00000007136","ADAM22","ADAM22"
"ENSOARG00000011417","ENSBTAG00000046574","FRMPD1","FRMPD1"
"ENSOARG00000011419","ENSBTAG00000054186","",""
"ENSOARG00000011420","ENSBTAG00000046542","FAM174C","FAM174C"
"ENSOARG00000011421","ENSBTAG00000010668","GEMIN7","GEMIN7"
"ENSOARG00000011422","ENSBTAG00000009226","SCUBE3","SCUBE3"
"ENSOARG00000011425","ENSBTAG00000018753","TMEM163","TMEM163"
"ENSOARG00000011426","ENSBTAG00000016735","ZBTB48","ZBTB48"
"ENSOARG00000011427","ENSBTAG00000012897","ITGA7","ITGA7"
"ENSOARG00000011428","ENSBTAG00000010286","NPAT","NPAT"
"ENSOARG00000011429","ENSBTAG00000007070","BLOC1S3","BLOC1S3"
"ENSOARG00000011430","ENSBTAG00000032777","TOMM5","TOMM5"
"ENSOARG00000011431","ENSBTAG00000019160","GLOD4","GLOD4"
"ENSOARG00000011433","ENSBTAG00000007741","CRLF1","CRLF1"
"ENSOARG00000011435","ENSBTAG00000001533","HACE1","HACE1"
"ENSOARG00000011436","ENSBTAG00000018744","MGAT5","MGAT5"
"ENSOARG00000011437","ENSBTAG00000013133","TBC1D10C","TBC1D10C"
"ENSOARG00000011439","ENSBTAG00000039133","C3orf49","C22H3orf49"
"ENSOARG00000011442","ENSBTAG00000004461","OFD1","OFD1"
"ENSOARG00000011447","ENSBTAG00000012262","FBXO10","FBXO10"
"ENSOARG00000011448","ENSBTAG00000009190","SLC2A4","SLC2A4"
"ENSOARG00000011449","ENSBTAG00000025035","PRLR","PRLR"
"ENSOARG00000011450","ENSBTAG00000009124","FEZ1","FEZ1"
"ENSOARG00000011454","ENSBTAG00000049026","",""
"ENSOARG00000011455","ENSBTAG00000009067","DDX6","DDX6"
"ENSOARG00000011458","ENSBTAG00000052006","",""
"ENSOARG00000011460","ENSBTAG00000021185","CRX","CRX"
"ENSOARG00000011461","ENSBTAG00000020120","SEL1L2","SEL1L2"
"ENSOARG00000011462","ENSBTAG00000007690","AGXT2","AGXT2"
"ENSOARG00000011465","ENSBTAG00000012243","POLR1E","POLR1E"
"ENSOARG00000011467","ENSBTAG00000047505","NANOS2","NANOS2"
"ENSOARG00000011468","ENSBTAG00000023419","SULT2A1","SULT2A1"
"ENSOARG00000011469","ENSBTAG00000017216","FRMD5","FRMD5"
"ENSOARG00000011470","ENSBTAG00000020494","RPE65","RPE65"
"ENSOARG00000011475","ENSBTAG00000051390","CNBD1","CNBD1"
"ENSOARG00000011476","ENSBTAG00000040054","",""
"ENSOARG00000011477","ENSBTAG00000013393","GEMIN4","GEMIN4"
"ENSOARG00000011479","ENSBTAG00000008102","CRTAC1","CRTAC1"
"ENSOARG00000011480","ENSBTAG00000038986","",""
"ENSOARG00000011481","ENSBTAG00000004597","PIM2","PIM2"
"ENSOARG00000011482","ENSBTAG00000019299","GRHPR","GRHPR"
"ENSOARG00000011483","ENSBTAG00000007739","REX1BD","REX1BD"
"ENSOARG00000011484","ENSBTAG00000009098","POLG","POLG"
"ENSOARG00000011486","ENSBTAG00000018204","MYH1","MYH1"
"ENSOARG00000011490","ENSBTAG00000039289","",""
"ENSOARG00000011492","ENSBTAG00000002768","SLC35A2","SLC35A2"
"ENSOARG00000011493","ENSBTAG00000010265","MGST3","MGST3"
"ENSOARG00000011496","ENSBTAG00000022759","PAG11","PAG11"
"ENSOARG00000011498","ENSBTAG00000011366","ST8SIA6","ST8SIA6"
"ENSOARG00000011501","ENSBTAG00000033153","GRIK2","GRIK2"
"ENSOARG00000011502","ENSBTAG00000020456","AGPAT3","AGPAT3"
"ENSOARG00000011503","ENSBTAG00000016079","COX4I1","COX4I1"
"ENSOARG00000011505","ENSBTAG00000012896","METTL7B","METTL7B"
"ENSOARG00000011507","ENSBTAG00000017770","FMC1-LUC7L2","FMC1-LUC7L2"
"ENSOARG00000011508","ENSBTAG00000010346","ENAM","ENAM"
"ENSOARG00000011510","ENSBTAG00000004878","CAMKV","CAMKV"
"ENSOARG00000011513","ENSBTAG00000017824","IRF8","IRF8"
"ENSOARG00000011516","ENSBTAG00000046778","",""
"ENSOARG00000011517","ENSBTAG00000006212","GTF2IRD1","GTF2IRD1"
"ENSOARG00000011518","ENSBTAG00000012498","PAX5","PAX5"
"ENSOARG00000011519","ENSBTAG00000005471","RHCG","RHCG"
"ENSOARG00000011521","ENSBTAG00000006689","TECTB","TECTB"
"ENSOARG00000011523","ENSBTAG00000005620","RPS3","RPS3"
"ENSOARG00000011525","ENSBTAG00000052073","SPATA17","SPATA17"
"ENSOARG00000011526","ENSBTAG00000010009","TMCO1","TMCO1"
"ENSOARG00000011527","ENSBTAG00000016113","ELSPBP1","ELSPBP1"
"ENSOARG00000011529","ENSBTAG00000000755","ZFR2","ZFR2"
"ENSOARG00000011532","ENSBTAG00000002357","TICAM2","TICAM2"
"ENSOARG00000011533","ENSBTAG00000007203","STT3A","STT3A"
"ENSOARG00000011534","ENSBTAG00000010185","TADA2B","TADA2B"
"ENSOARG00000011535","ENSBTAG00000012328","GHRL","GHRL"
"ENSOARG00000011536","ENSBTAG00000005238","NCKAP5","NCKAP5"
"ENSOARG00000011537","ENSBTAG00000016114","CABP5","CABP5"
"ENSOARG00000011540","ENSBTAG00000007737","UBA52","UBA52"
"ENSOARG00000011541","ENSBTAG00000021686","MELK","MELK"
"ENSOARG00000011542","ENSBTAG00000014517","KLB","KLB"
"ENSOARG00000011543","ENSBTAG00000021242","COQ7","COQ7"
"ENSOARG00000011545","ENSBTAG00000021609","ADGRF1","ADGRF1"
"ENSOARG00000011546","ENSBTAG00000002243","SNX15","SNX15"
"ENSOARG00000011550","ENSBTAG00000005791","UROS","UROS"
"ENSOARG00000011552","ENSBTAG00000047719","DRD1","DRD1"
"ENSOARG00000011555","ENSBTAG00000010873","BHLHE23","BHLHE23"
"ENSOARG00000011556","ENSBTAG00000013214","",""
"ENSOARG00000011557","ENSBTAG00000011902","WASHC1","WASHC1"
"ENSOARG00000011560","ENSBTAG00000017793","KLRG2","KLRG2"
"ENSOARG00000011562","ENSBTAG00000009126","YBX2","YBX2"
"ENSOARG00000011563","ENSBTAG00000005519","RNF38","RNF38"
"ENSOARG00000011566","ENSBTAG00000016734","TAS1R1","TAS1R1"
"ENSOARG00000011567","ENSBTAG00000051707","",""
"ENSOARG00000011568","ENSBTAG00000050091","GCNT4","GCNT4"
"ENSOARG00000011569","ENSBTAG00000001343","DEPDC1","DEPDC1"
"ENSOARG00000011571","ENSBTAG00000018498","PQBP1","PQBP1"
"ENSOARG00000011572","ENSBTAG00000008322","KCNA10","KCNA10"
"ENSOARG00000011575","ENSBTAG00000011730","TCAP","TCAP"
"ENSOARG00000011576","ENSBTAG00000012389","",""
"ENSOARG00000011577","ENSBTAG00000027854","PDIA2","ARHGDIG"
"ENSOARG00000011578","ENSBTAG00000002418","TICRR","TICRR"
"ENSOARG00000011579","ENSBTAG00000012446","MTHFSD","MTHFSD"
"ENSOARG00000011581","ENSBTAG00000014597","ZSWIM9","ZSWIM9"
"ENSOARG00000011582","ENSBTAG00000012212","CYP26B1","CYP26B1"
"ENSOARG00000011584","ENSBTAG00000034848","F2RL1","F2RL1"
"ENSOARG00000011585","ENSBTAG00000038322","",""
"ENSOARG00000011586","ENSBTAG00000002526","BDH2","BDH2"
"ENSOARG00000011587","ENSBTAG00000033089","HACD1","HACD1"
"ENSOARG00000011588","ENSBTAG00000004911","BIRC7","BIRC7"
"ENSOARG00000011589","ENSBTAG00000019419","NDUFS7","NDUFS7"
"ENSOARG00000011592","ENSBTAG00000030847","GLYATL2","GLYATL2"
"ENSOARG00000011593","ENSBTAG00000019209","RAD1","RAD1"
"ENSOARG00000011594","ENSBTAG00000001142","GNE","GNE"
"ENSOARG00000011595","ENSBTAG00000009260","GPM6B","GPM6B"
"ENSOARG00000011597","ENSBTAG00000017825","SEC13","SEC13"
"ENSOARG00000011599","ENSBTAG00000018531","JCHAIN","JCHAIN"
"ENSOARG00000011600","ENSBTAG00000005234","LYPD1","LYPD1"
"ENSOARG00000011602","ENSBTAG00000044150","UCK2","UCK2"
"ENSOARG00000011604","ENSBTAG00000036016","FAM111B","FAM111B"
"ENSOARG00000011607","ENSBTAG00000020799","EXOC6B","EXOC6B"
"ENSOARG00000011608","ENSBTAG00000006170","ZNF76","ZNF76"
"ENSOARG00000011609","ENSBTAG00000049921","",""
"ENSOARG00000011610","ENSBTAG00000018496","TIMM17B","TIMM17B"
"ENSOARG00000011612","ENSBTAG00000001137","CLTA","CLTA"
"ENSOARG00000011613","ENSBTAG00000048850","",""
"ENSOARG00000011617","ENSBTAG00000015087","KLHL35","KLHL35"
"ENSOARG00000011618","ENSBTAG00000038854","CLEC2L","CLEC2L"
"ENSOARG00000011620","ENSBTAG00000034441","MACROD2","MACROD2"
"ENSOARG00000011622","ENSBTAG00000012158","C1orf158","C16H1orf158"
"ENSOARG00000011623","ENSBTAG00000013026","SNTN","SNTN"
"ENSOARG00000011624","ENSBTAG00000047468","FAM78B","FAM78B"
"ENSOARG00000011627","ENSBTAG00000020482","ASCC3","ASCC3"
"ENSOARG00000011628","ENSBTAG00000000078","GLIPR2","GLIPR2"
"ENSOARG00000011630","ENSBTAG00000000265","SYNPR","SYNPR"
"ENSOARG00000011632","ENSBTAG00000036304","CNGB3","CNGB3"
"ENSOARG00000011636","ENSBTAG00000011731","PNMT","PNMT"
"ENSOARG00000011638","ENSBTAG00000020054","TNFRSF21","TNFRSF21"
"ENSOARG00000011641","ENSBTAG00000052085","",""
"ENSOARG00000011642","ENSBTAG00000006738","GPR68","GPR68"
"ENSOARG00000011643","ENSBTAG00000001866","EMX1","EMX1"
"ENSOARG00000011644","ENSBTAG00000002726","CDC27","CDC27"
"ENSOARG00000011645","ENSBTAG00000002658","STAM","STAM"
"ENSOARG00000011646","ENSBTAG00000051198","",""
"ENSOARG00000011648","ENSBTAG00000040605","FOXL1","FOXL1"
"ENSOARG00000011650","ENSBTAG00000016505","TMC7","TMC7"
"ENSOARG00000011652","ENSBTAG00000001295","DEPDC5","DEPDC5"
"ENSOARG00000011653","ENSBTAG00000015132","RXFP2","RXFP2"
"ENSOARG00000011654","ENSBTAG00000046320","CXCR5","CXCR5"
"ENSOARG00000011655","ENSBTAG00000017582","CHEK1","CHEK1"
"ENSOARG00000011659","ENSBTAG00000015534","LYPLAL1","LYPLAL1"
"ENSOARG00000011661","ENSBTAG00000027434","SORCS2","SORCS2"
"ENSOARG00000011662","ENSBTAG00000019058","IQSEC3","IQSEC3"
"ENSOARG00000011663","ENSBTAG00000021368","",""
"ENSOARG00000011664","ENSBTAG00000033344","",""
"ENSOARG00000011666","ENSBTAG00000017727","KIFAP3","KIFAP3"
"ENSOARG00000011667","ENSBTAG00000050988","",""
"ENSOARG00000011668","ENSBTAG00000043981","SBF2","SBF2"
"ENSOARG00000011669","ENSBTAG00000040111","OTOP3","OTOP3"
"ENSOARG00000011670","ENSBTAG00000013250","PCSK1N","PCSK1N"
"ENSOARG00000011674","ENSBTAG00000006619","MATK","MATK"
"ENSOARG00000011675","ENSBTAG00000000322","CD2AP","CD2AP"
"ENSOARG00000011678","ENSBTAG00000006162","RAB11FIP5","RAB11FIP5"
"ENSOARG00000011679","ENSBTAG00000024453","RD3","RD3"
"ENSOARG00000011681","ENSBTAG00000051473","",""
"ENSOARG00000011683","ENSBTAG00000004046","DTX4","DTX4"
"ENSOARG00000011685","ENSBTAG00000021103","SLC35F5","SLC35F5"
"ENSOARG00000011689","ENSBTAG00000025622","DEF6","DEF6"
"ENSOARG00000011691","ENSBTAG00000018013","EMP3","EMP3"
"ENSOARG00000011692","ENSBTAG00000020895","LOXL4","LOXL4"
"ENSOARG00000011695","ENSBTAG00000002236","TRPC4AP","TRPC4AP"
"ENSOARG00000011696","ENSBTAG00000010289","GEMIN8","GEMIN8"
"ENSOARG00000011697","ENSBTAG00000024061","NOTO","NOTO"
"ENSOARG00000011699","ENSBTAG00000033384","ACRV1","ACRV1"
"ENSOARG00000011701","ENSBTAG00000011445","TMEM8B","TMEM8B"
"ENSOARG00000011703","ENSBTAG00000018126","VPS53","VPS53"
"ENSOARG00000011704","ENSBTAG00000017209","GLRA2","GLRA2"
"ENSOARG00000011705","ENSBTAG00000047027","C14orf119","C10H14orf119"
"ENSOARG00000011706","ENSBTAG00000008546","SYNGR4","SYNGR4"
"ENSOARG00000011707","ENSBTAG00000016733","NOL9","NOL9"
"ENSOARG00000011708","ENSBTAG00000052794","SOLD1","SSLP1"
"ENSOARG00000011709","ENSBTAG00000015350","PLIN1","PLIN1"
"ENSOARG00000011711","ENSBTAG00000007106","GATD3A","GATD3A"
"ENSOARG00000011712","ENSBTAG00000008764","SMYD5","SMYD5"
"ENSOARG00000011714","ENSBTAG00000022504","",""
"ENSOARG00000011716","ENSBTAG00000021569","DDB1","DDB1"
"ENSOARG00000011717","ENSBTAG00000011811","TNPO2","TNPO2"
"ENSOARG00000011719","ENSBTAG00000009338","LRRC7","LRRC7"
"ENSOARG00000011720","ENSBTAG00000005222","FAM221B","FAM221B"
